gen,fitness,w1,w2,w3,w4
1,0.09,0.4947665328924234,0.1998485157785167,-0.8041208163281659,-0.2620235894312927
1,0.08,0.04180585598933211,0.8160913325452204,-0.49183979139607253,-0.3005675081392427
1,0.07,-0.19764311966210807,0.6421244183871522,-0.6162199987767094,-0.41095783441713735
1,0.07,-0.23641466409226353,-0.5469307874615474,-0.12469539052530873,-0.7933636492243481
1,0.07,0.4600463916496927,0.8799952969033277,-0.11774622705973344,-0.010070797948492857
1,0.06,0.5907758549755321,0.3153346318802432,-0.586375179871796,-0.45575443776797103
1,0.05,0.053731943914763464,0.7651361746904765,-0.37331276114200196,0.5218401045834824
1,0.04,0.5573459874873248,0.6867924261120321,-0.41827181209181963,0.20671309797967133
1,0.03,-0.4874816217458801,-0.42702264351843866,-0.32907424755787096,0.6868212795019911
2,0.65,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
2,0.44,0.19064708799740987,-0.07433965929654952,0.7824371865492745,0.5881490899411785
2,0.44,-0.3925145614127066,-0.35879961300534735,0.8105830692196522,0.24525546819724925
2,0.44,0.635337117371095,0.26154374989022455,0.368670075213787,0.6261181915787207
2,0.42,0.7259503697360967,0.13043963162637717,0.3207526863546275,0.5942215726288381
2,0.42,0.6055135143950549,0.19699742605630022,0.4361282611865173,0.6358754106006672
2,0.41,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
2,0.33,-0.044191638228375484,-0.40937690429553425,0.6762819833656893,0.6108193909127859
2,0.26,0.7549708597192905,0.44451965091768275,0.41007553654708445,-0.25349425091776234
2,0.21,-0.6289181382077277,-0.3035907727276038,0.24738535636165324,-0.6716361392940374
2,0.2,-0.7298422168855613,-0.16295484536438654,0.3823229555161962,-0.5427754733858181
2,0.16,-0.6829975067346025,0.6208722829415517,0.04065202194586277,-0.3825956444877222
2,0.08,0.04180585598933211,0.8160913325452204,-0.49183979139607253,-0.3005675081392427
2,0.06,0.7534804214530731,0.2427163869016878,-0.10240216089563743,-0.6023867590345869
2,0.06,-0.19764311966210807,0.6421244183871522,-0.6162199987767094,-0.41095783441713735
2,0.06,-0.172737367177813,0.7045861958427968,-0.6210880271997004,-0.2965969606679028
2,0.04,0.4947665328924234,0.1998485157785167,-0.8041208163281659,-0.2620235894312927
2,0.04,0.6724153059856514,0.6413251769587845,-0.2992572440771088,-0.21680584757422974
2,0.02,0.30087668886435837,0.8350667418554168,-0.31004506155406547,0.34060066727905036
2,0.02,0.3752090898351189,0.7063208235438484,-0.5922857334464559,0.09760452391787494
3,0.63,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
3,0.63,0.12570963957466735,0.043079697789519464,0.9200418525785725,0.3685976338233323
3,0.5,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
3,0.49,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
3,0.49,0.24091754462593234,-0.060519201989578504,0.7897354488145678,0.5609047011459342
3,0.44,0.7259503697360967,0.13043963162637717,0.3207526863546275,0.5942215726288381
3,0.38,-0.3925145614127066,-0.35879961300534735,0.8105830692196522,0.24525546819724925
3,0.35,-0.044191638228375484,-0.40937690429553425,0.6762819833656893,0.6108193909127859
3,0.34,0.19064708799740987,-0.07433965929654952,0.7824371865492745,0.5881490899411785
3,0.34,0.635337117371095,0.26154374989022455,0.368670075213787,0.6261181915787207
3,0.34,0.6979278399783981,0.5959158123982754,0.25883248068541576,-0.3013085157426268
3,0.31,0.6055135143950549,0.19699742605630022,0.4361282611865173,0.6358754106006672
3,0.29,-0.6829975067346025,0.6208722829415517,0.04065202194586277,-0.3825956444877222
3,0.26,-0.6289181382077277,-0.3035907727276038,0.24738535636165324,-0.6716361392940374
3,0.24,0.7549708597192905,0.44451965091768275,0.41007553654708445,-0.25349425091776234
3,0.24,-0.23327300981902147,-0.05671220648000486,0.96603847874411,-0.09558810654003887
3,0.19,-0.7298422168855613,-0.16295484536438654,0.3823229555161962,-0.5427754733858181
3,0.1,0.19901173531582345,0.4431387302618248,-0.794468269475731,-0.36447573821142026
3,0.09,0.04180585598933211,0.8160913325452204,-0.49183979139607253,-0.3005675081392427
3,0.08,0.7534804214530731,0.2427163869016878,-0.10240216089563743,-0.6023867590345869
4,0.74,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
4,0.6,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
4,0.58,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
4,0.5,-0.3925145614127066,-0.35879961300534735,0.8105830692196522,0.24525546819724925
4,0.5,-0.11343781616233142,-0.03412418052271845,0.9760331381041112,0.18255606122672347
4,0.45,0.12570963957466735,0.043079697789519464,0.9200418525785725,0.3685976338233323
4,0.44,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
4,0.42,0.24091754462593234,-0.060519201989578504,0.7897354488145678,0.5609047011459342
4,0.42,0.7259503697360967,0.13043963162637717,0.3207526863546275,0.5942215726288381
4,0.41,-0.6829975067346025,0.6208722829415517,0.04065202194586277,-0.3825956444877222
4,0.41,0.12246540376551023,-0.1997393061278846,0.8110286655543404,0.5360400527173764
4,0.38,-0.044191638228375484,-0.40937690429553425,0.6762819833656893,0.6108193909127859
4,0.37,0.6055135143950549,0.19699742605630022,0.4361282611865173,0.6358754106006672
4,0.36,0.635337117371095,0.26154374989022455,0.368670075213787,0.6261181915787207
4,0.34,0.19064708799740987,-0.07433965929654952,0.7824371865492745,0.5881490899411785
4,0.29,0.6979278399783981,0.5959158123982754,0.25883248068541576,-0.3013085157426268
4,0.29,0.7636814913639575,0.4380331386990615,0.38522800971403554,-0.27661693672176624
4,0.28,-0.5330340272365761,-0.22922025541995697,0.648981656195498,-0.4920930910253824
4,0.12,-0.6289181382077277,-0.3035907727276038,0.24738535636165324,-0.6716361392940374
4,0.08,0.004966462005052811,-0.3905474993757462,0.6257205586059965,0.6752197920116854
5,0.72,0.4938516195483672,0.11303427849701032,0.6927668973561993,0.5132327500087852
5,0.65,0.07260643286627473,-0.13344679614175872,0.8802945029162164,0.44944615544181343
5,0.63,-0.024490137866140876,0.1605116673869093,0.9169975402639728,0.364351134113502
5,0.62,-0.11343781616233142,-0.03412418052271845,0.9760331381041112,0.18255606122672347
5,0.59,0.12570963957466735,0.043079697789519464,0.9200418525785725,0.3685976338233323
5,0.58,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
5,0.56,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
5,0.52,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
5,0.51,0.18263205285483958,-0.003386042660331291,0.8850388151250398,0.4281826289180765
5,0.46,0.01233110403587565,0.0065097669580924805,0.9587617612735316,0.2838687230518417
5,0.45,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
5,0.39,0.635337117371095,0.26154374989022455,0.368670075213787,0.6261181915787207
5,0.37,0.6055135143950549,0.19699742605630022,0.4361282611865173,0.6358754106006672
5,0.36,0.12246540376551023,-0.1997393061278846,0.8110286655543404,0.5360400527173764
5,0.35,0.24091754462593234,-0.060519201989578504,0.7897354488145678,0.5609047011459342
5,0.34,0.7259503697360967,0.13043963162637717,0.3207526863546275,0.5942215726288381
5,0.33,-0.3925145614127066,-0.35879961300534735,0.8105830692196522,0.24525546819724925
5,0.29,-0.47874664567830566,-0.19073510912689062,0.8196402671960289,-0.2502231000306458
5,0.26,-0.044191638228375484,-0.40937690429553425,0.6762819833656893,0.6108193909127859
5,0.2,-0.6829975067346025,0.6208722829415517,0.04065202194586277,-0.3825956444877222
6,0.71,0.36141376563070693,0.07600610733691134,0.7591287368842611,0.5360286582792273
6,0.66,0.4938516195483672,0.11303427849701032,0.6927668973561993,0.5132327500087852
6,0.63,0.07260643286627473,-0.13344679614175872,0.8802945029162164,0.44944615544181343
6,0.62,-0.024490137866140876,0.1605116673869093,0.9169975402639728,0.364351134113502
6,0.61,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
6,0.61,0.35353316690355746,0.11637355725055609,0.7699941649603719,0.5182475093996811
6,0.58,0.12570963957466735,0.043079697789519464,0.9200418525785725,0.3685976338233323
6,0.57,0.01233110403587565,0.0065097669580924805,0.9587617612735316,0.2838687230518417
6,0.56,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
6,0.56,0.18263205285483958,-0.003386042660331291,0.8850388151250398,0.4281826289180765
6,0.55,-0.11343781616233142,-0.03412418052271845,0.9760331381041112,0.18255606122672347
6,0.52,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
6,0.51,-0.18270706565108608,-0.12847700358071762,0.9601460578855894,0.16802182964975818
6,0.5,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
6,0.5,-0.2365770688640003,0.10188625259006953,0.9636869909593968,0.07041211171733283
6,0.5,-0.09717982254368797,-0.133077355417555,0.9272849670629579,0.3361384973853725
6,0.48,-0.09014833509695667,-0.2769291604958642,0.8501696585242362,0.4386286236340333
6,0.42,0.635337117371095,0.26154374989022455,0.368670075213787,0.6261181915787207
6,0.42,0.6055135143950549,0.19699742605630022,0.4361282611865173,0.6358754106006672
6,0.42,0.12246540376551023,-0.1997393061278846,0.8110286655543404,0.5360400527173764
7,0.74,0.07260643286627473,-0.13344679614175872,0.8802945029162164,0.44944615544181343
7,0.72,0.12572508076708486,-0.07346007810970992,0.8790401690277564,0.45396608047945475
7,0.7,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
7,0.67,0.36141376563070693,0.07600610733691134,0.7591287368842611,0.5360286582792273
7,0.67,0.4938516195483672,0.11303427849701032,0.6927668973561993,0.5132327500087852
7,0.64,0.20921909494103003,0.01123748639541405,0.8542469146551662,0.47577652108284857
7,0.63,0.35353316690355746,0.11637355725055609,0.7699941649603719,0.5182475093996811
7,0.62,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
7,0.62,0.12747186870127789,-0.016109532511009272,0.9082218807146685,0.39827681459406017
7,0.62,0.2747778557418577,0.08806260895192418,0.8451404355086443,0.4499775007339215
7,0.6,-0.024490137866140876,0.1605116673869093,0.9169975402639728,0.364351134113502
7,0.55,-0.18270706565108608,-0.12847700358071762,0.9601460578855894,0.16802182964975818
7,0.54,0.014454114114971049,-0.11539336938991224,0.9092474327852043,0.3996805660268084
7,0.52,0.01233110403587565,0.0065097669580924805,0.9587617612735316,0.2838687230518417
7,0.52,-0.11343781616233142,-0.03412418052271845,0.9760331381041112,0.18255606122672347
7,0.46,0.12570963957466735,0.043079697789519464,0.9200418525785725,0.3685976338233323
7,0.46,0.18263205285483958,-0.003386042660331291,0.8850388151250398,0.4281826289180765
7,0.45,-0.31389926386850325,-0.09904603391044202,0.9442668064277555,0.004163362601451492
7,0.41,0.15192041349187346,0.009179771830691344,0.9057189960916114,0.3956122089526537
7,0.39,-0.05260159409342622,-0.09361153223146848,0.9346645560431505,0.33892789942518387
8,0.71,0.12747186870127789,-0.016109532511009272,0.9082218807146685,0.39827681459406017
8,0.71,0.01233110403587565,0.0065097669580924805,0.9587617612735316,0.2838687230518417
8,0.69,0.36141376563070693,0.07600610733691134,0.7591287368842611,0.5360286582792273
8,0.68,0.35353316690355746,0.11637355725055609,0.7699941649603719,0.5182475093996811
8,0.65,0.07260643286627473,-0.13344679614175872,0.8802945029162164,0.44944615544181343
8,0.61,0.014454114114971049,-0.11539336938991224,0.9092474327852043,0.3996805660268084
8,0.61,0.2621394077791921,0.05097175676741942,0.828536582786313,0.4921503244802308
8,0.6,-0.18270706565108608,-0.12847700358071762,0.9601460578855894,0.16802182964975818
8,0.58,0.4938516195483672,0.11303427849701032,0.6927668973561993,0.5132327500087852
8,0.58,0.20921909494103003,0.01123748639541405,0.8542469146551662,0.47577652108284857
8,0.58,0.24155205657301296,0.0803820858267655,0.8568051475950654,0.4484152799560744
8,0.57,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
8,0.57,-0.024490137866140876,0.1605116673869093,0.9169975402639728,0.364351134113502
8,0.55,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
8,0.54,0.2747778557418577,0.08806260895192418,0.8451404355086443,0.4499775007339215
8,0.54,0.25089822574782017,0.03160807435284523,0.8427246306098439,0.4752538341936895
8,0.52,0.42104945132003685,0.11516816029866811,0.73593742681639,0.5175420352081432
8,0.47,0.12572508076708486,-0.07346007810970992,0.8790401690277564,0.45396608047945475
8,0.43,0.24531686062320943,0.05177137389248697,0.8490006283258672,0.4651207325432182
8,0.37,0.25532335715869126,0.08481208131559957,0.8475773316727017,0.45741617919211686
9,0.89,0.36141376563070693,0.07600610733691134,0.7591287368842611,0.5360286582792273
9,0.82,0.24545245284886102,0.143050774306034,0.8418258530857645,0.45893224166247754
9,0.73,0.20921909494103003,0.01123748639541405,0.8542469146551662,0.47577652108284857
9,0.67,0.1982239437551314,0.011711491968911455,0.8648357184271847,0.4611174353790581
9,0.65,0.4938516195483672,0.11303427849701032,0.6927668973561993,0.5132327500087852
9,0.65,0.16477669869575037,-0.016358914970740417,0.8738164660470842,0.45719340451596074
9,0.64,0.3808435346443327,0.09900534174561611,0.7785510197012918,0.4888910452723835
9,0.64,0.1359566123242653,-0.06743167431809904,0.8727982724194315,0.4638878577044492
9,0.61,0.07260643286627473,-0.13344679614175872,0.8802945029162164,0.44944615544181343
9,0.61,-0.024490137866140876,0.1605116673869093,0.9169975402639728,0.364351134113502
9,0.59,0.2652456665369663,0.0864723085608905,0.8463839472518504,0.4536534911911156
9,0.58,0.01233110403587565,0.0065097669580924805,0.9587617612735316,0.2838687230518417
9,0.57,0.24155205657301296,0.0803820858267655,0.8568051475950654,0.4484152799560744
9,0.57,0.013659224060616494,-0.06710538170846793,0.9324006601116234,0.3548792785824944
9,0.55,0.12747186870127789,-0.016109532511009272,0.9082218807146685,0.39827681459406017
9,0.54,0.35353316690355746,0.11637355725055609,0.7699941649603719,0.5182475093996811
9,0.54,0.014454114114971049,-0.11539336938991224,0.9092474327852043,0.3996805660268084
9,0.52,0.2621394077791921,0.05097175676741942,0.828536582786313,0.4921503244802308
9,0.49,0.13602362578290977,0.038583279146057504,0.9361945255103864,0.3217898603181753
9,0.43,-0.18270706565108608,-0.12847700358071762,0.9601460578855894,0.16802182964975818
